# Selection   : all
# Cells       : 400
# Volume      : 1.000000e+00
# Time        	min(U)
41.88         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.89         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.9          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.91         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.92         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.93         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.94         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.95         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.96         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.97         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.98         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
41.99         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42            	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.01         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.02         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.03         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.04         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.05         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.06         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.07         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.08         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.09         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.1          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.11         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.12         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.13         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.14         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.15         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.16         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.17         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.18         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.19         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.2          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.21         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.22         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.23         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.24         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.25         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.26         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.27         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.28         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.29         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.3          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.31         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.32         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.33         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.34         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.35         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.36         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.37         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.38         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.39         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.4          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.41         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.42         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.43         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.44         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.45         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.46         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.47         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.48         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.49         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.5          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.51         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.52         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.53         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.54         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.55         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.56         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.57         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.58         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.59         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.6          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.61         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.62         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.63         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.64         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.65         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.66         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.67         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.68         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.69         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.7          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.71         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.72         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.73         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.74         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.75         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.76         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.77         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.78         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.79         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.8          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.81         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.82         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.83         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.84         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.85         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.86         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.87         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.88         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.89         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.9          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.91         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.92         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.93         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.94         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.95         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.96         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.97         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.98         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
42.99         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43            	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.01         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.02         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.03         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.04         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.05         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.06         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.07         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.08         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.09         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.1          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.11         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.12         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.13         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.14         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.15         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.16         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.17         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.18         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.19         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.2          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.21         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.22         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.23         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.24         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.25         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.26         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.27         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.28         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.29         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.3          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.31         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.32         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.33         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.34         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.35         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.36         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.37         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.38         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.39         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.4          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.41         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.42         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.43         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.44         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.45         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.46         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.47         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.48         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.49         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.5          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.51         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.52         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.53         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.54         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.55         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.56         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.57         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.58         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.59         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.6          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.61         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.62         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.63         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.64         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.65         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.66         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.67         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.68         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.69         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.7          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.71         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.72         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.73         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.74         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.75         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.76         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.77         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.78         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.79         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.8          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.81         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.82         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.83         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.84         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.85         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.86         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.87         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.88         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.89         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.9          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.91         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.92         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.93         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.94         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.95         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.96         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.97         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.98         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
43.99         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44            	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.01         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.02         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.03         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.04         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.05         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.06         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.07         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.08         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.09         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.1          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.11         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.12         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.13         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.14         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.15         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.16         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.17         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.18         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.19         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.2          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.21         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.22         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.23         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.24         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.25         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.26         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.27         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.28         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.29         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.3          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.31         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.32         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.33         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.34         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.35         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.36         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.37         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.38         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.39         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.4          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.41         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.42         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.43         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.44         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.45         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.46         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.47         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.48         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.49         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.5          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.51         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.52         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.53         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.54         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.55         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.56         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.57         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.58         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.59         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.6          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.61         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.62         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.63         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.64         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.65         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.66         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.67         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.68         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.69         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.7          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.71         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.72         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.73         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.74         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.75         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.76         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.77         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.78         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.79         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.8          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.81         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.82         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.83         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.84         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.85         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.86         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.87         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.88         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.89         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.9          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.91         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.92         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.93         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.94         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.95         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.96         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.97         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.98         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
44.99         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45            	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.01         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.02         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.03         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.04         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.05         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.06         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.07         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.08         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.09         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.1          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.11         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.12         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.13         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.14         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.15         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.16         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.17         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.18         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.19         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.2          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.21         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.22         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.23         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.24         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.25         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.26         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.27         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.28         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.29         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.3          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.31         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.32         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.33         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.34         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.35         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.36         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.37         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.38         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.39         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.4          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.41         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.42         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.43         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.44         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.45         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.46         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.47         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.48         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.49         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.5          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.51         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.52         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.53         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.54         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.55         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.56         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.57         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.58         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.59         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.6          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.61         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.62         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.63         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.64         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.65         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.66         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.67         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.68         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.69         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.7          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.71         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.72         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.73         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.74         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.75         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.76         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.77         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.78         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.79         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.8          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.81         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.82         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.83         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.84         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.85         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.86         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.87         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.88         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.89         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.9          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.91         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.92         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.93         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.94         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.95         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.96         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.97         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.98         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
45.99         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46            	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46.01         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46.02         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46.03         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46.04         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46.05         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46.06         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46.07         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46.08         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46.09         	(-2.262712e-01 -4.851225e-01 0.000000e+00)
46.1          	(-2.262712e-01 -4.851225e-01 0.000000e+00)
